order,y_coordinate,x_coordinate,r,g,b,UK_colors,RU_colors
312,2,23,0,56,59,"['Green', 'Gray', 'Green', 'Green', 'Blue', 'Blue', 'Green', 'Blue', 'Green', 'Gray', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Gray', 'Green', 'Green', 'Black', 'Blue']","['Зеленый', 'Зеленый', 'Бирюзовый', 'Черный', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Синий', 'Синий', 'Бирюзовый', 'Черный', 'Синий']"
313,2,24,0,55,64,"['Turquoise', 'Gray', 'Blue', 'Green', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Black', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise']","['Синий', 'Черный', 'Черный', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Синий', 'Синий', 'Синий', 'Черный', 'Бирюзовый', 'Синий']"
314,2,25,0,55,67,"['Blue', 'Turquoise', 'Gray', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Blue', 'Blue']","['Черный', 'Черный', 'Синий', 'Синий', 'Зеленый', 'Синий', 'Синий', 'Синий', 'Синий', 'Серый', 'Серый', 'Черный', 'Синий']"
315,2,26,3,54,70,"['Blue', 'Turquoise', 'Blue', 'Gray', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Черный', 'Черный', 'Синий', 'Синий', 'Синий', 'Черный', 'Синий', 'Синий']"
316,2,27,0,55,85,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Silver', 'Black', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
317,2,28,0,54,87,"['Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Фиолетовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
318,2,29,0,52,89,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Серый', 'Синий', 'Синий']"
319,2,30,0,49,103,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
320,2,31,39,40,112,"['Purple', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Синий', 'Синий', 'Фиолетовый', 'Синий', 'Фиолетовый', 'Синий']"
321,2,32,56,39,96,"['Purple', 'Blue', 'Blue', 'Purple', 'Purple', 'Purple', 'Blue', 'Blue', 'Black', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Синий', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Синий', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Синий']"
322,2,33,67,35,91,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Синий', 'Фиолетовый']"
323,2,34,73,32,87,"['Purple', 'Purple', 'Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
324,2,35,70,37,74,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Бирюзовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
325,2,36,74,35,71,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Purple', 'Purple']","['Черный', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
326,2,37,87,24,72,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
327,2,38,90,22,65,"['Purple', 'Purple', 'Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple']","['Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
328,2,39,92,20,60,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Лиловый', 'Фиолетовый', 'Красный', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
329,2,40,94,19,54,"['Purple', 'Red', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Лиловый', 'Красный', 'Красный', 'Коричневый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Красный', 'Фиолетовый', 'Красный', 'Коричневый', 'Красный']"
330,1,0,39,39,39,"['Black', 'Gray', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black']","['Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный']"
